location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Escuela E-10,Tocopilla,CL,2017-03-11T01:00:00.000Z,2017-03-10T22:00:00-03:00,pm10,52.96,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Nueva Libertad,Talcahuano,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,pm10,52.42,µg/m³,-36.735998,-73.118693,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Compañía Siderurgica Huachipato""}]"
Sierra Gorda ,Sierra Gorda,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,pm10,23,µg/m³,-22.888724142633,-69.318140714844,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sierra Gorda SCM""}]"
Erbaa,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,14,µg/m³,40.671785,36.5616356,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Erbaa,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,15,µg/m³,40.671785,36.5616356,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Erbaa,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,94,µg/m³,40.671785,36.5616356,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Coquimbo,Coquimbo,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,pm25,7,µg/m³,-29.970390235273,-71.336038250122,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Andacollo,Andacollo,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,pm10,66.53,µg/m³,-30.227767752117,-71.086126833637,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quillón,Quillón,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,so2,5.12,µg/m³,-36.743905,-72.47721,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Celulosa Arauco y Constitución""}]"
Nueva  Aldea,Ránquil,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,pm10,6.03,µg/m³,-36.659117056491,-72.479961370361,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Celulosa Arauco y Constitución""}]"
Cayumanqui,Quillón,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,so2,2.57,µg/m³,-36.683859,-72.465292,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Celulosa Arauco y Constitución""}]"
Escuela E-10,Tocopilla,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,so2,11.57,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,no2,27.31,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,co,660.92,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,o3,5.47,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2017-03-11T00:00:00.000Z,2017-03-10T21:00:00-03:00,pm25,10.18,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Valilik,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,25,µg/m³,41.00598984862633,39.71232186011893,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Valilik,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,38,µg/m³,41.00598984862633,39.71232186011893,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Valilik,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,10,µg/m³,41.00598984862633,39.71232186011893,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Valilik,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,44,µg/m³,41.00598984862633,39.71232186011893,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatih,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,1622,µg/m³,40.999223,39.694384,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatih,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,72,µg/m³,40.999223,39.694384,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatih,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,16,µg/m³,40.999223,39.694384,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatih,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,85,µg/m³,40.999223,39.694384,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Beşirli,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,854,µg/m³,40.993816,39.668266,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Beşirli,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,56,µg/m³,40.993816,39.668266,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Beşirli,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,156,µg/m³,40.993816,39.668266,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Akçaabat,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,2361,µg/m³,41.014341,39.592318,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Akçaabat,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,67,µg/m³,41.014341,39.592318,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Akçaabat,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,84,µg/m³,41.014341,39.592318,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Akçaabat,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,21,µg/m³,41.014341,39.592318,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Akçaabat,Trabzon,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,5,µg/m³,41.014341,39.592318,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Turhal,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,15,µg/m³,40.3856098,36.0827968,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Meydan,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,41,µg/m³,40.318664,36.552103,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Turhal,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,60,µg/m³,40.3856098,36.0827968,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Turhal,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,29,µg/m³,40.3856098,36.0827968,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Meydan,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,119,µg/m³,40.318664,36.552103,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Meydan,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,24,µg/m³,40.318664,36.552103,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Meydan,Tokat,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,103,µg/m³,40.318664,36.552103,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Başöğretmen,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,111,µg/m³,39.74872,37.025655,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Başöğretmen,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,7,µg/m³,39.74872,37.025655,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Başöğretmen,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,81,µg/m³,39.74872,37.025655,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyonkavşağı,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,74,µg/m³,39.747295,37.013159,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyonkavşağı,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,53,µg/m³,39.747295,37.013159,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyonkavşağı,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,187,µg/m³,39.747295,37.013159,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Meteoroloji,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,5,µg/m³,39.743774800954604,37.00178103944479,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Meteoroloji,Sivas,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,33,µg/m³,39.743774800954604,37.00178103944479,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Boyabat,Sinop,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,450,µg/m³,41.461213,34.77701,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Boyabat,Sinop,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,21,µg/m³,41.461213,34.77701,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Boyabat,Sinop,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,25,µg/m³,41.461213,34.77701,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Boyabat,Sinop,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,43,µg/m³,41.461213,34.77701,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Yüzüncüyıl,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,38,µg/m³,41.287469,36.329247,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Yüzüncüyıl,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,32,µg/m³,41.287469,36.329247,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Yüzüncüyıl,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,62,µg/m³,41.287469,36.329247,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Yüzüncüyıl,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,211,µg/m³,41.287469,36.329247,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Atakum,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,38,µg/m³,41.3253836,36.2965958,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Atakum,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,46,µg/m³,41.3253836,36.2965958,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Atakum,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,9,µg/m³,41.3253836,36.2965958,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Atakum,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,113,µg/m³,41.3253836,36.2965958,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Canik,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,25,µg/m³,41.263215,36.3523681,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Canik,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,49,µg/m³,41.263215,36.3523681,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Canik,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,206,µg/m³,41.263215,36.3523681,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bafra,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,25,µg/m³,41.5624597,35.90741,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bafra,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,32,µg/m³,41.5624597,35.90741,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bafra,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,94,µg/m³,41.5624597,35.90741,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Tekkeköy,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,42,µg/m³,41.2235101,36.4550862,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Tekkeköy,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,1492,µg/m³,41.2235101,36.4550862,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Tekkeköy,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,16,µg/m³,41.2235101,36.4550862,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İlkadım Hastane,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,79,µg/m³,41.277959491832085,36.338110242528955,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İlkadım Hastane,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,3,µg/m³,41.277959491832085,36.338110242528955,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Tekkeköy,Samsun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,0,µg/m³,41.2235101,36.4550862,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ardeşen,Rize,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,110,µg/m³,41.191763,40.989822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ardeşen,Rize,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,4,µg/m³,41.191763,40.989822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ardeşen,Rize,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,2,µg/m³,41.191763,40.989822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ardeşen,Rize,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,22,µg/m³,41.191763,40.989822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ünye,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,73,µg/m³,41.1214417,37.2802703,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ünye,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,23,µg/m³,41.1214417,37.2802703,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ünye,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,23,µg/m³,41.1214417,37.2802703,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Ünye,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,139,µg/m³,41.1214417,37.2802703,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatsa,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,66,µg/m³,41.0271389,37.5000556,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatsa,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,18,µg/m³,41.0271389,37.5000556,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Fatsa,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,84,µg/m³,41.0271389,37.5000556,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Karşıyaka,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,0,µg/m³,40.97375,37.9075278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Karşıyaka,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,314,µg/m³,40.97375,37.9075278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Karşıyaka,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,25,µg/m³,40.97375,37.9075278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Karşıyaka,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,111,µg/m³,40.97375,37.9075278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Stadyum,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,9,µg/m³,40.98340646961124,37.878434930134695,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Stadyum,Ordu,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,144,µg/m³,40.98340646961124,37.878434930134695,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Yatağan,Muğla,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,1000,µg/m³,37.34134476241637,28.13432396835796,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Yatağan,Muğla,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,5,µg/m³,37.34134476241637,28.13432396835796,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Musluhittin,Muğla,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,70,µg/m³,37.215833,28.357222,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Musluhittin,Muğla,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,4,µg/m³,37.215833,28.357222,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Soma,Manisa,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,569,µg/m³,39.18141643908877,27.612912654876723,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Soma,Manisa,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,5,µg/m³,39.18141643908877,27.612912654876723,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Soma,Manisa,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,39,µg/m³,39.18141643908877,27.612912654876723,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Soma,Manisa,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,42,µg/m³,39.18141643908877,27.612912654876723,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Soma,Manisa,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,0,µg/m³,39.18141643908877,27.612912654876723,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
